,trade_date
4296,2008/6/26
4297,2008/6/27
4298,2008/6/30
4299,2008/7/1
4300,2008/7/2
4301,2008/7/3
4302,2008/7/4
4303,2008/7/7
4304,2008/7/8
4305,2008/7/9
4306,2008/7/10
4307,2008/7/11
4308,2008/7/14
4309,2008/7/15
4310,2008/7/16
4311,2008/7/17
4312,2008/7/18
4313,2008/7/21
4314,2008/7/22
4315,2008/7/23
4316,2008/7/24
4317,2008/7/25
4318,2008/7/28
4319,2008/7/29
4320,2008/7/30
4321,2008/7/31
4322,2008/8/1
4323,2008/8/4
4324,2008/8/5
4325,2008/8/6
4326,2008/8/7
4327,2008/8/8
4328,2008/8/11
4329,2008/8/12
4330,2008/8/13
4331,2008/8/14
4332,2008/8/15
4333,2008/8/18
4334,2008/8/19
4335,2008/8/20
4336,2008/8/21
4337,2008/8/22
4338,2008/8/25
4339,2008/8/26
4340,2008/8/27
4341,2008/8/28
4342,2008/8/29
4343,2008/9/1
4344,2008/9/2
4345,2008/9/3
4346,2008/9/4
4347,2008/9/5
4348,2008/9/8
4349,2008/9/9
4350,2008/9/10
4351,2008/9/11
4352,2008/9/12
4353,2008/9/16
4354,2008/9/17
4355,2008/9/18
4356,2008/9/19
4357,2008/9/22
4358,2008/9/23
4359,2008/9/24
4360,2008/9/25
4361,2008/9/26
4362,2008/10/6
4363,2008/10/7
4364,2008/10/8
4365,2008/10/9
4366,2008/10/10
4367,2008/10/13
4368,2008/10/14
4369,2008/10/15
4370,2008/10/16
4371,2008/10/17
4372,2008/10/20
4373,2008/10/21
4374,2008/10/22
4375,2008/10/23
4376,2008/10/24
4377,2008/10/27
4378,2008/10/28
4379,2008/10/29
4380,2008/10/30
4381,2008/10/31
4382,2008/11/3
4383,2008/11/4
4384,2008/11/5
4385,2008/11/6
4386,2008/11/7
4387,2008/11/10
4388,2008/11/11
4389,2008/11/12
4390,2008/11/13
4391,2008/11/14
4392,2008/11/17
4393,2008/11/18
4394,2008/11/19
4395,2008/11/20
4396,2008/11/21
4397,2008/11/24
4398,2008/11/25
4399,2008/11/26
4400,2008/11/27
4401,2008/11/28
4402,2008/12/1
4403,2008/12/2
4404,2008/12/3
4405,2008/12/4
4406,2008/12/5
4407,2008/12/8
4408,2008/12/9
4409,2008/12/10
4410,2008/12/11
4411,2008/12/12
4412,2008/12/15
4413,2008/12/16
4414,2008/12/17
4415,2008/12/18
4416,2008/12/19
4417,2008/12/22
4418,2008/12/23
4419,2008/12/24
4420,2008/12/25
4421,2008/12/26
4422,2008/12/29
4423,2008/12/30
4424,2008/12/31
4425,2009/1/5
4426,2009/1/6
4427,2009/1/7
4428,2009/1/8
4429,2009/1/9
4430,2009/1/12
4431,2009/1/13
4432,2009/1/14
4433,2009/1/15
4434,2009/1/16
4435,2009/1/19
4436,2009/1/20
4437,2009/1/21
4438,2009/1/22
4439,2009/1/23
4440,2009/2/2
4441,2009/2/3
4442,2009/2/4
4443,2009/2/5
4444,2009/2/6
4445,2009/2/9
4446,2009/2/10
4447,2009/2/11
4448,2009/2/12
4449,2009/2/13
4450,2009/2/16
4451,2009/2/17
4452,2009/2/18
4453,2009/2/19
4454,2009/2/20
4455,2009/2/23
4456,2009/2/24
4457,2009/2/25
4458,2009/2/26
4459,2009/2/27
4460,2009/3/2
4461,2009/3/3
4462,2009/3/4
4463,2009/3/5
4464,2009/3/6
4465,2009/3/9
4466,2009/3/10
4467,2009/3/11
4468,2009/3/12
4469,2009/3/13
4470,2009/3/16
4471,2009/3/17
4472,2009/3/18
4473,2009/3/19
4474,2009/3/20
4475,2009/3/23
4476,2009/3/24
4477,2009/3/25
4478,2009/3/26
4479,2009/3/27
4480,2009/3/30
4481,2009/3/31
4482,2009/4/1
4483,2009/4/2
4484,2009/4/3
4485,2009/4/7
4486,2009/4/8
4487,2009/4/9
4488,2009/4/10
4489,2009/4/13
4490,2009/4/14
4491,2009/4/15
4492,2009/4/16
4493,2009/4/17
4494,2009/4/20
4495,2009/4/21
4496,2009/4/22
4497,2009/4/23
4498,2009/4/24
4499,2009/4/27
4500,2009/4/28
4501,2009/4/29
4502,2009/4/30
4503,2009/5/4
4504,2009/5/5
4505,2009/5/6
4506,2009/5/7
4507,2009/5/8
4508,2009/5/11
4509,2009/5/12
4510,2009/5/13
4511,2009/5/14
4512,2009/5/15
4513,2009/5/18
4514,2009/5/19
4515,2009/5/20
4516,2009/5/21
4517,2009/5/22
4518,2009/5/25
4519,2009/5/26
4520,2009/5/27
4521,2009/6/1
4522,2009/6/2
4523,2009/6/3
4524,2009/6/4
4525,2009/6/5
4526,2009/6/8
4527,2009/6/9
4528,2009/6/10
4529,2009/6/11
4530,2009/6/12
4531,2009/6/15
4532,2009/6/16
4533,2009/6/17
4534,2009/6/18
4535,2009/6/19
4536,2009/6/22
4537,2009/6/23
4538,2009/6/24
4539,2009/6/25
4540,2009/6/26
4541,2009/6/29
4542,2009/6/30
4543,2009/7/1
4544,2009/7/2
4545,2009/7/3
4546,2009/7/6
4547,2009/7/7
4548,2009/7/8
4549,2009/7/9
4550,2009/7/10
4551,2009/7/13
4552,2009/7/14
4553,2009/7/15
4554,2009/7/16
4555,2009/7/17
4556,2009/7/20
4557,2009/7/21
4558,2009/7/22
4559,2009/7/23
4560,2009/7/24
4561,2009/7/27
4562,2009/7/28
4563,2009/7/29
4564,2009/7/30
4565,2009/7/31
4566,2009/8/3
4567,2009/8/4
4568,2009/8/5
4569,2009/8/6
4570,2009/8/7
4571,2009/8/10
4572,2009/8/11
4573,2009/8/12
4574,2009/8/13
4575,2009/8/14
4576,2009/8/17
4577,2009/8/18
4578,2009/8/19
4579,2009/8/20
4580,2009/8/21
4581,2009/8/24
4582,2009/8/25
4583,2009/8/26
4584,2009/8/27
4585,2009/8/28
4586,2009/8/31
4587,2009/9/1
4588,2009/9/2
4589,2009/9/3
4590,2009/9/4
4591,2009/9/7
4592,2009/9/8
4593,2009/9/9
4594,2009/9/10
4595,2009/9/11
4596,2009/9/14
4597,2009/9/15
4598,2009/9/16
4599,2009/9/17
4600,2009/9/18
4601,2009/9/21
4602,2009/9/22
4603,2009/9/23
4604,2009/9/24
4605,2009/9/25
4606,2009/9/28
4607,2009/9/29
4608,2009/9/30
4609,2009/10/9
4610,2009/10/12
4611,2009/10/13
4612,2009/10/14
4613,2009/10/15
4614,2009/10/16
4615,2009/10/19
4616,2009/10/20
4617,2009/10/21
4618,2009/10/22
4619,2009/10/23
4620,2009/10/26
4621,2009/10/27
4622,2009/10/28
4623,2009/10/29
4624,2009/10/30
4625,2009/11/2
4626,2009/11/3
4627,2009/11/4
4628,2009/11/5
4629,2009/11/6
4630,2009/11/9
4631,2009/11/10
4632,2009/11/11
4633,2009/11/12
4634,2009/11/13
4635,2009/11/16
4636,2009/11/17
4637,2009/11/18
4638,2009/11/19
4639,2009/11/20
4640,2009/11/23
4641,2009/11/24
4642,2009/11/25
4643,2009/11/26
4644,2009/11/27
4645,2009/11/30
4646,2009/12/1
4647,2009/12/2
4648,2009/12/3
4649,2009/12/4
4650,2009/12/7
4651,2009/12/8
4652,2009/12/9
4653,2009/12/10
4654,2009/12/11
4655,2009/12/14
4656,2009/12/15
4657,2009/12/16
4658,2009/12/17
4659,2009/12/18
4660,2009/12/21
4661,2009/12/22
4662,2009/12/23
4663,2009/12/24
4664,2009/12/25
4665,2009/12/28
4666,2009/12/29
4667,2009/12/30
4668,2009/12/31
4669,2010/1/4
4670,2010/1/5
4671,2010/1/6
4672,2010/1/7
4673,2010/1/8
4674,2010/1/11
4675,2010/1/12
4676,2010/1/13
4677,2010/1/14
4678,2010/1/15
4679,2010/1/18
4680,2010/1/19
4681,2010/1/20
4682,2010/1/21
4683,2010/1/22
4684,2010/1/25
4685,2010/1/26
4686,2010/1/27
4687,2010/1/28
4688,2010/1/29
4689,2010/2/1
4690,2010/2/2
4691,2010/2/3
4692,2010/2/4
4693,2010/2/5
4694,2010/2/8
4695,2010/2/9
4696,2010/2/10
4697,2010/2/11
4698,2010/2/12
4699,2010/2/22
4700,2010/2/23
4701,2010/2/24
4702,2010/2/25
4703,2010/2/26
4704,2010/3/1
4705,2010/3/2
4706,2010/3/3
4707,2010/3/4
4708,2010/3/5
4709,2010/3/8
4710,2010/3/9
4711,2010/3/10
4712,2010/3/11
4713,2010/3/12
4714,2010/3/15
4715,2010/3/16
4716,2010/3/17
4717,2010/3/18
4718,2010/3/19
4719,2010/3/22
4720,2010/3/23
4721,2010/3/24
4722,2010/3/25
4723,2010/3/26
4724,2010/3/29
4725,2010/3/30
4726,2010/3/31
4727,2010/4/1
4728,2010/4/2
4729,2010/4/6
4730,2010/4/7
4731,2010/4/8
4732,2010/4/9
4733,2010/4/12
4734,2010/4/13
4735,2010/4/14
4736,2010/4/15
4737,2010/4/16
4738,2010/4/19
4739,2010/4/20
4740,2010/4/21
4741,2010/4/22
4742,2010/4/23
4743,2010/4/26
4744,2010/4/27
4745,2010/4/28
4746,2010/4/29
4747,2010/4/30
4748,2010/5/4
4749,2010/5/5
4750,2010/5/6
4751,2010/5/7
4752,2010/5/10
4753,2010/5/11
4754,2010/5/12
4755,2010/5/13
4756,2010/5/14
4757,2010/5/17
4758,2010/5/18
4759,2010/5/19
4760,2010/5/20
4761,2010/5/21
4762,2010/5/24
4763,2010/5/25
4764,2010/5/26
4765,2010/5/27
4766,2010/5/28
4767,2010/5/31
4768,2010/6/1
4769,2010/6/2
4770,2010/6/3
4771,2010/6/4
4772,2010/6/7
4773,2010/6/8
4774,2010/6/9
4775,2010/6/10
4776,2010/6/11
4777,2010/6/17
4778,2010/6/18
4779,2010/6/21
4780,2010/6/22
4781,2010/6/23
4782,2010/6/24
4783,2010/6/25
4784,2010/6/28
4785,2010/6/29
4786,2010/6/30
4787,2010/7/1
4788,2010/7/2
4789,2010/7/5
4790,2010/7/6
4791,2010/7/7
4792,2010/7/8
4793,2010/7/9
4794,2010/7/12
4795,2010/7/13
4796,2010/7/14
4797,2010/7/15
4798,2010/7/16
4799,2010/7/19
4800,2010/7/20
4801,2010/7/21
4802,2010/7/22
4803,2010/7/23
4804,2010/7/26
4805,2010/7/27
4806,2010/7/28
4807,2010/7/29
4808,2010/7/30
4809,2010/8/2
4810,2010/8/3
4811,2010/8/4
4812,2010/8/5
4813,2010/8/6
4814,2010/8/9
4815,2010/8/10
4816,2010/8/11
4817,2010/8/12
4818,2010/8/13
4819,2010/8/16
4820,2010/8/17
4821,2010/8/18
4822,2010/8/19
4823,2010/8/20
4824,2010/8/23
4825,2010/8/24
4826,2010/8/25
4827,2010/8/26
4828,2010/8/27
4829,2010/8/30
4830,2010/8/31
4831,2010/9/1
4832,2010/9/2
4833,2010/9/3
4834,2010/9/6
4835,2010/9/7
4836,2010/9/8
4837,2010/9/9
4838,2010/9/10
4839,2010/9/13
4840,2010/9/14
4841,2010/9/15
4842,2010/9/16
4843,2010/9/17
4844,2010/9/20
4845,2010/9/21
4846,2010/9/27
4847,2010/9/28
4848,2010/9/29
4849,2010/9/30
4850,2010/10/8
4851,2010/10/11
4852,2010/10/12
4853,2010/10/13
4854,2010/10/14
4855,2010/10/15
4856,2010/10/18
4857,2010/10/19
4858,2010/10/20
4859,2010/10/21
4860,2010/10/22
4861,2010/10/25
4862,2010/10/26
4863,2010/10/27
4864,2010/10/28
4865,2010/10/29
4866,2010/11/1
4867,2010/11/2
4868,2010/11/3
4869,2010/11/4
4870,2010/11/5
4871,2010/11/8
4872,2010/11/9
4873,2010/11/10
4874,2010/11/11
4875,2010/11/12
4876,2010/11/15
4877,2010/11/16
4878,2010/11/17
4879,2010/11/18
4880,2010/11/19
4881,2010/11/22
4882,2010/11/23
4883,2010/11/24
4884,2010/11/25
4885,2010/11/26
4886,2010/11/29
4887,2010/11/30
4888,2010/12/1
4889,2010/12/2
4890,2010/12/3
4891,2010/12/6
4892,2010/12/7
4893,2010/12/8
4894,2010/12/9
4895,2010/12/10
4896,2010/12/13
4897,2010/12/14
4898,2010/12/15
4899,2010/12/16
4900,2010/12/17
4901,2010/12/20
4902,2010/12/21
4903,2010/12/22
4904,2010/12/23
4905,2010/12/24
4906,2010/12/27
4907,2010/12/28
4908,2010/12/29
4909,2010/12/30
4910,2010/12/31
4911,2011/1/4
4912,2011/1/5
4913,2011/1/6
4914,2011/1/7
4915,2011/1/10
4916,2011/1/11
4917,2011/1/12
4918,2011/1/13
4919,2011/1/14
4920,2011/1/17
4921,2011/1/18
4922,2011/1/19
4923,2011/1/20
4924,2011/1/21
4925,2011/1/24
4926,2011/1/25
4927,2011/1/26
4928,2011/1/27
4929,2011/1/28
4930,2011/1/31
4931,2011/2/1
4932,2011/2/9
4933,2011/2/10
4934,2011/2/11
4935,2011/2/14
4936,2011/2/15
4937,2011/2/16
4938,2011/2/17
4939,2011/2/18
4940,2011/2/21
4941,2011/2/22
4942,2011/2/23
4943,2011/2/24
4944,2011/2/25
4945,2011/2/28
4946,2011/3/1
4947,2011/3/2
4948,2011/3/3
4949,2011/3/4
4950,2011/3/7
4951,2011/3/8
4952,2011/3/9
4953,2011/3/10
4954,2011/3/11
4955,2011/3/14
4956,2011/3/15
4957,2011/3/16
4958,2011/3/17
4959,2011/3/18
4960,2011/3/21
4961,2011/3/22
4962,2011/3/23
4963,2011/3/24
4964,2011/3/25
4965,2011/3/28
4966,2011/3/29
4967,2011/3/30
4968,2011/3/31
4969,2011/4/1
4970,2011/4/6
4971,2011/4/7
4972,2011/4/8
4973,2011/4/11
4974,2011/4/12
4975,2011/4/13
4976,2011/4/14
4977,2011/4/15
4978,2011/4/18
4979,2011/4/19
4980,2011/4/20
4981,2011/4/21
4982,2011/4/22
4983,2011/4/25
4984,2011/4/26
4985,2011/4/27
4986,2011/4/28
4987,2011/4/29
4988,2011/5/3
4989,2011/5/4
4990,2011/5/5
4991,2011/5/6
4992,2011/5/9
4993,2011/5/10
4994,2011/5/11
4995,2011/5/12
4996,2011/5/13
4997,2011/5/16
4998,2011/5/17
4999,2011/5/18
5000,2011/5/19
5001,2011/5/20
5002,2011/5/23
5003,2011/5/24
5004,2011/5/25
5005,2011/5/26
5006,2011/5/27
5007,2011/5/30
5008,2011/5/31
5009,2011/6/1
5010,2011/6/2
5011,2011/6/3
5012,2011/6/7
5013,2011/6/8
5014,2011/6/9
5015,2011/6/10
5016,2011/6/13
5017,2011/6/14
5018,2011/6/15
5019,2011/6/16
5020,2011/6/17
5021,2011/6/20
5022,2011/6/21
5023,2011/6/22
5024,2011/6/23
5025,2011/6/24
5026,2011/6/27
5027,2011/6/28
5028,2011/6/29
5029,2011/6/30
5030,2011/7/1
5031,2011/7/4
5032,2011/7/5
5033,2011/7/6
5034,2011/7/7
5035,2011/7/8
5036,2011/7/11
5037,2011/7/12
5038,2011/7/13
5039,2011/7/14
5040,2011/7/15
5041,2011/7/18
5042,2011/7/19
5043,2011/7/20
5044,2011/7/21
5045,2011/7/22
5046,2011/7/25
5047,2011/7/26
5048,2011/7/27
5049,2011/7/28
5050,2011/7/29
5051,2011/8/1
5052,2011/8/2
5053,2011/8/3
5054,2011/8/4
5055,2011/8/5
5056,2011/8/8
5057,2011/8/9
5058,2011/8/10
5059,2011/8/11
5060,2011/8/12
5061,2011/8/15
5062,2011/8/16
5063,2011/8/17
5064,2011/8/18
5065,2011/8/19
5066,2011/8/22
5067,2011/8/23
5068,2011/8/24
5069,2011/8/25
5070,2011/8/26
5071,2011/8/29
5072,2011/8/30
5073,2011/8/31
5074,2011/9/1
5075,2011/9/2
5076,2011/9/5
5077,2011/9/6
5078,2011/9/7
5079,2011/9/8
5080,2011/9/9
5081,2011/9/13
5082,2011/9/14
5083,2011/9/15
5084,2011/9/16
5085,2011/9/19
5086,2011/9/20
5087,2011/9/21
5088,2011/9/22
5089,2011/9/23
5090,2011/9/26
5091,2011/9/27
5092,2011/9/28
5093,2011/9/29
5094,2011/9/30
5095,2011/10/10
5096,2011/10/11
5097,2011/10/12
5098,2011/10/13
5099,2011/10/14
5100,2011/10/17
5101,2011/10/18
5102,2011/10/19
5103,2011/10/20
5104,2011/10/21
5105,2011/10/24
5106,2011/10/25
5107,2011/10/26
5108,2011/10/27
5109,2011/10/28
5110,2011/10/31
5111,2011/11/1
5112,2011/11/2
5113,2011/11/3
5114,2011/11/4
5115,2011/11/7
5116,2011/11/8
5117,2011/11/9
5118,2011/11/10
5119,2011/11/11
5120,2011/11/14
5121,2011/11/15
5122,2011/11/16
5123,2011/11/17
5124,2011/11/18
5125,2011/11/21
5126,2011/11/22
5127,2011/11/23
5128,2011/11/24
5129,2011/11/25
5130,2011/11/28
5131,2011/11/29
5132,2011/11/30
5133,2011/12/1
5134,2011/12/2
5135,2011/12/5
5136,2011/12/6
5137,2011/12/7
5138,2011/12/8
5139,2011/12/9
5140,2011/12/12
5141,2011/12/13
5142,2011/12/14
5143,2011/12/15
5144,2011/12/16
5145,2011/12/19
5146,2011/12/20
5147,2011/12/21
5148,2011/12/22
5149,2011/12/23
5150,2011/12/26
5151,2011/12/27
5152,2011/12/28
5153,2011/12/29
5154,2011/12/30
5155,2012/1/4
5156,2012/1/5
5157,2012/1/6
5158,2012/1/9
5159,2012/1/10
5160,2012/1/11
5161,2012/1/12
5162,2012/1/13
5163,2012/1/16
5164,2012/1/17
5165,2012/1/18
5166,2012/1/19
5167,2012/1/20
5168,2012/1/30
5169,2012/1/31
5170,2012/2/1
5171,2012/2/2
5172,2012/2/3
5173,2012/2/6
5174,2012/2/7
5175,2012/2/8
5176,2012/2/9
5177,2012/2/10
5178,2012/2/13
5179,2012/2/14
5180,2012/2/15
5181,2012/2/16
5182,2012/2/17
5183,2012/2/20
5184,2012/2/21
5185,2012/2/22
5186,2012/2/23
5187,2012/2/24
5188,2012/2/27
5189,2012/2/28
5190,2012/2/29
5191,2012/3/1
5192,2012/3/2
5193,2012/3/5
5194,2012/3/6
5195,2012/3/7
5196,2012/3/8
5197,2012/3/9
5198,2012/3/12
5199,2012/3/13
5200,2012/3/14
5201,2012/3/15
5202,2012/3/16
5203,2012/3/19
5204,2012/3/20
5205,2012/3/21
5206,2012/3/22
5207,2012/3/23
5208,2012/3/26
5209,2012/3/27
5210,2012/3/28
5211,2012/3/29
5212,2012/3/30
5213,2012/4/5
5214,2012/4/6
5215,2012/4/9
5216,2012/4/10
5217,2012/4/11
5218,2012/4/12
5219,2012/4/13
5220,2012/4/16
5221,2012/4/17
5222,2012/4/18
5223,2012/4/19
5224,2012/4/20
5225,2012/4/23
5226,2012/4/24
5227,2012/4/25
5228,2012/4/26
5229,2012/4/27
5230,2012/5/2
5231,2012/5/3
5232,2012/5/4
5233,2012/5/7
5234,2012/5/8
5235,2012/5/9
5236,2012/5/10
5237,2012/5/11
5238,2012/5/14
5239,2012/5/15
5240,2012/5/16
5241,2012/5/17
5242,2012/5/18
5243,2012/5/21
5244,2012/5/22
5245,2012/5/23
5246,2012/5/24
5247,2012/5/25
5248,2012/5/28
5249,2012/5/29
5250,2012/5/30
5251,2012/5/31
5252,2012/6/1
5253,2012/6/4
5254,2012/6/5
5255,2012/6/6
5256,2012/6/7
5257,2012/6/8
5258,2012/6/11
5259,2012/6/12
5260,2012/6/13
5261,2012/6/14
5262,2012/6/15
5263,2012/6/18
5264,2012/6/19
5265,2012/6/20
5266,2012/6/21
5267,2012/6/25
5268,2012/6/26
5269,2012/6/27
5270,2012/6/28
5271,2012/6/29
5272,2012/7/2
5273,2012/7/3
5274,2012/7/4
5275,2012/7/5
5276,2012/7/6
5277,2012/7/9
5278,2012/7/10
5279,2012/7/11
5280,2012/7/12
5281,2012/7/13
5282,2012/7/16
5283,2012/7/17
5284,2012/7/18
5285,2012/7/19
5286,2012/7/20
5287,2012/7/23
5288,2012/7/24
5289,2012/7/25
5290,2012/7/26
5291,2012/7/27
5292,2012/7/30
5293,2012/7/31
5294,2012/8/1
5295,2012/8/2
5296,2012/8/3
5297,2012/8/6
5298,2012/8/7
5299,2012/8/8
5300,2012/8/9
5301,2012/8/10
5302,2012/8/13
5303,2012/8/14
5304,2012/8/15
5305,2012/8/16
5306,2012/8/17
5307,2012/8/20
5308,2012/8/21
5309,2012/8/22
5310,2012/8/23
5311,2012/8/24
5312,2012/8/27
5313,2012/8/28
5314,2012/8/29
5315,2012/8/30
5316,2012/8/31
5317,2012/9/3
5318,2012/9/4
5319,2012/9/5
5320,2012/9/6
5321,2012/9/7
5322,2012/9/10
5323,2012/9/11
5324,2012/9/12
5325,2012/9/13
5326,2012/9/14
5327,2012/9/17
5328,2012/9/18
5329,2012/9/19
5330,2012/9/20
5331,2012/9/21
5332,2012/9/24
5333,2012/9/25
5334,2012/9/26
5335,2012/9/27
5336,2012/9/28
5337,2012/10/8
5338,2012/10/9
5339,2012/10/10
5340,2012/10/11
5341,2012/10/12
5342,2012/10/15
5343,2012/10/16
5344,2012/10/17
5345,2012/10/18
5346,2012/10/19
5347,2012/10/22
5348,2012/10/23
5349,2012/10/24
5350,2012/10/25
5351,2012/10/26
5352,2012/10/29
5353,2012/10/30
5354,2012/10/31
5355,2012/11/1
5356,2012/11/2
5357,2012/11/5
5358,2012/11/6
5359,2012/11/7
5360,2012/11/8
5361,2012/11/9
5362,2012/11/12
5363,2012/11/13
5364,2012/11/14
5365,2012/11/15
5366,2012/11/16
5367,2012/11/19
5368,2012/11/20
5369,2012/11/21
5370,2012/11/22
5371,2012/11/23
5372,2012/11/26
5373,2012/11/27
5374,2012/11/28
5375,2012/11/29
5376,2012/11/30
5377,2012/12/3
5378,2012/12/4
5379,2012/12/5
5380,2012/12/6
5381,2012/12/7
5382,2012/12/10
5383,2012/12/11
5384,2012/12/12
5385,2012/12/13
5386,2012/12/14
5387,2012/12/17
5388,2012/12/18
5389,2012/12/19
5390,2012/12/20
5391,2012/12/21
5392,2012/12/24
5393,2012/12/25
5394,2012/12/26
5395,2012/12/27
5396,2012/12/28
5397,2012/12/31
5398,2013/1/4
5399,2013/1/7
5400,2013/1/8
5401,2013/1/9
5402,2013/1/10
5403,2013/1/11
5404,2013/1/14
5405,2013/1/15
5406,2013/1/16
5407,2013/1/17
5408,2013/1/18
5409,2013/1/21
5410,2013/1/22
5411,2013/1/23
5412,2013/1/24
5413,2013/1/25
5414,2013/1/28
5415,2013/1/29
5416,2013/1/30
5417,2013/1/31
5418,2013/2/1
5419,2013/2/4
5420,2013/2/5
5421,2013/2/6
5422,2013/2/7
5423,2013/2/8
5424,2013/2/18
5425,2013/2/19
5426,2013/2/20
5427,2013/2/21
5428,2013/2/22
5429,2013/2/25
5430,2013/2/26
5431,2013/2/27
5432,2013/2/28
5433,2013/3/1
5434,2013/3/4
5435,2013/3/5
5436,2013/3/6
5437,2013/3/7
5438,2013/3/8
5439,2013/3/11
5440,2013/3/12
5441,2013/3/13
5442,2013/3/14
5443,2013/3/15
5444,2013/3/18
5445,2013/3/19
5446,2013/3/20
5447,2013/3/21
5448,2013/3/22
5449,2013/3/25
5450,2013/3/26
5451,2013/3/27
5452,2013/3/28
5453,2013/3/29
5454,2013/4/1
5455,2013/4/2
5456,2013/4/3
5457,2013/4/8
5458,2013/4/9
5459,2013/4/10
5460,2013/4/11
5461,2013/4/12
5462,2013/4/15
5463,2013/4/16
5464,2013/4/17
5465,2013/4/18
5466,2013/4/19
5467,2013/4/22
5468,2013/4/23
5469,2013/4/24
5470,2013/4/25
5471,2013/4/26
5472,2013/5/2
5473,2013/5/3
5474,2013/5/6
5475,2013/5/7
5476,2013/5/8
5477,2013/5/9
5478,2013/5/10
5479,2013/5/13
5480,2013/5/14
5481,2013/5/15
5482,2013/5/16
5483,2013/5/17
5484,2013/5/20
5485,2013/5/21
5486,2013/5/22
5487,2013/5/23
5488,2013/5/24
5489,2013/5/27
5490,2013/5/28
5491,2013/5/29
5492,2013/5/30
5493,2013/5/31
5494,2013/6/3
5495,2013/6/4
5496,2013/6/5
5497,2013/6/6
5498,2013/6/7
5499,2013/6/13
5500,2013/6/14
5501,2013/6/17
5502,2013/6/18
5503,2013/6/19
5504,2013/6/20
5505,2013/6/21
5506,2013/6/24
5507,2013/6/25
5508,2013/6/26
5509,2013/6/27
5510,2013/6/28
5511,2013/7/1
5512,2013/7/2
5513,2013/7/3
5514,2013/7/4
5515,2013/7/5
5516,2013/7/8
5517,2013/7/9
5518,2013/7/10
5519,2013/7/11
5520,2013/7/12
5521,2013/7/15
5522,2013/7/16
5523,2013/7/17
5524,2013/7/18
5525,2013/7/19
5526,2013/7/22
5527,2013/7/23
5528,2013/7/24
5529,2013/7/25
5530,2013/7/26
5531,2013/7/29
5532,2013/7/30
5533,2013/7/31
5534,2013/8/1
5535,2013/8/2
5536,2013/8/5
5537,2013/8/6
5538,2013/8/7
5539,2013/8/8
5540,2013/8/9
5541,2013/8/12
5542,2013/8/13
5543,2013/8/14
5544,2013/8/15
5545,2013/8/16
5546,2013/8/19
5547,2013/8/20
5548,2013/8/21
5549,2013/8/22
5550,2013/8/23
5551,2013/8/26
5552,2013/8/27
5553,2013/8/28
5554,2013/8/29
5555,2013/8/30
5556,2013/9/2
5557,2013/9/3
5558,2013/9/4
5559,2013/9/5
5560,2013/9/6
5561,2013/9/9
5562,2013/9/10
5563,2013/9/11
5564,2013/9/12
5565,2013/9/13
5566,2013/9/16
5567,2013/9/17
5568,2013/9/18
5569,2013/9/23
5570,2013/9/24
5571,2013/9/25
5572,2013/9/26
5573,2013/9/27
5574,2013/9/30
5575,2013/10/8
5576,2013/10/9
5577,2013/10/10
5578,2013/10/11
5579,2013/10/14
5580,2013/10/15
5581,2013/10/16
5582,2013/10/17
5583,2013/10/18
5584,2013/10/21
5585,2013/10/22
5586,2013/10/23
5587,2013/10/24
5588,2013/10/25
5589,2013/10/28
5590,2013/10/29
5591,2013/10/30
5592,2013/10/31
5593,2013/11/1
5594,2013/11/4
5595,2013/11/5
5596,2013/11/6
5597,2013/11/7
5598,2013/11/8
5599,2013/11/11
5600,2013/11/12
5601,2013/11/13
5602,2013/11/14
5603,2013/11/15
5604,2013/11/18
5605,2013/11/19
5606,2013/11/20
5607,2013/11/21
5608,2013/11/22
5609,2013/11/25
5610,2013/11/26
5611,2013/11/27
5612,2013/11/28
5613,2013/11/29
5614,2013/12/2
5615,2013/12/3
5616,2013/12/4
5617,2013/12/5
5618,2013/12/6
5619,2013/12/9
5620,2013/12/10
5621,2013/12/11
5622,2013/12/12
5623,2013/12/13
5624,2013/12/16
5625,2013/12/17
5626,2013/12/18
5627,2013/12/19
5628,2013/12/20
5629,2013/12/23
5630,2013/12/24
5631,2013/12/25
5632,2013/12/26
5633,2013/12/27
5634,2013/12/30
5635,2013/12/31
5636,2014/1/2
5637,2014/1/3
5638,2014/1/6
5639,2014/1/7
5640,2014/1/8
5641,2014/1/9
5642,2014/1/10
5643,2014/1/13
5644,2014/1/14
5645,2014/1/15
5646,2014/1/16
5647,2014/1/17
5648,2014/1/20
5649,2014/1/21
5650,2014/1/22
5651,2014/1/23
5652,2014/1/24
5653,2014/1/27
5654,2014/1/28
5655,2014/1/29
5656,2014/1/30
5657,2014/2/7
5658,2014/2/10
5659,2014/2/11
5660,2014/2/12
5661,2014/2/13
5662,2014/2/14
5663,2014/2/17
5664,2014/2/18
5665,2014/2/19
5666,2014/2/20
5667,2014/2/21
5668,2014/2/24
5669,2014/2/25
5670,2014/2/26
5671,2014/2/27
5672,2014/2/28
5673,2014/3/3
5674,2014/3/4
5675,2014/3/5
5676,2014/3/6
5677,2014/3/7
5678,2014/3/10
5679,2014/3/11
5680,2014/3/12
5681,2014/3/13
5682,2014/3/14
5683,2014/3/17
5684,2014/3/18
5685,2014/3/19
5686,2014/3/20
5687,2014/3/21
5688,2014/3/24
5689,2014/3/25
5690,2014/3/26
5691,2014/3/27
5692,2014/3/28
5693,2014/3/31
5694,2014/4/1
